date,temperature,humidity,luminosity
2022-11-10 15:28:34.796,23.8,33.4,40
2022-11-10 15:28:33.791,23.8,33.4,40
2022-11-10 15:28:32.515,23.8,33.4,40
2022-11-10 15:28:31.515,23.8,33.4,40
2022-11-10 15:28:30.236,23.9,33.5,40
2022-11-10 15:28:29.232,23.9,33.5,40
2022-11-10 15:28:27.955,23.9,33.4,40
2022-11-10 15:28:26.955,23.9,33.4,40
2022-11-10 15:28:25.678,23.9,33.4,40
2022-11-10 15:28:24.673,23.9,33.4,40
2022-11-10 15:28:23.396,23.9,33.5,40
2022-11-10 15:28:22.395,23.9,33.5,39
2022-11-10 15:28:21.117,23.9,33.5,40
2022-11-10 15:28:20.114,23.9,33.5,40
2022-11-10 15:28:18.836,23.9,33.5,40
2022-11-10 15:28:17.837,23.9,33.5,40
2022-11-10 15:28:16.558,23.9,33.5,40
2022-11-10 15:28:15.554,23.9,33.5,40
2022-11-10 15:28:14.277,23.9,33.5,40
2022-11-10 15:28:13.277,23.9,33.5,40
2022-11-10 15:28:11.999,23.9,33.5,40
2022-11-10 15:28:10.996,23.9,33.5,39
2022-11-10 15:28:09.717,23.9,33.6,39
2022-11-10 15:28:08.718,23.9,33.6,40
2022-11-10 15:28:07.440,23.9,33.6,39
2022-11-10 15:28:06.436,23.9,33.6,39
2022-11-10 15:28:05.162,23.9,33.6,39
2022-11-10 15:28:04.158,23.9,33.6,39
2022-11-10 15:28:02.880,23.9,33.6,39
2022-11-10 15:28:01.882,23.9,33.6,39
2022-11-10 15:28:00.604,23.9,33.6,39
2022-11-10 15:27:59.600,23.9,33.6,39
2022-11-10 15:27:58.321,24.0,33.7,39
2022-11-10 15:27:57.323,24.0,33.7,39
2022-11-10 15:27:56.044,23.9,33.6,40
2022-11-10 15:27:55.040,23.9,33.6,39
2022-11-10 15:27:53.767,23.9,33.5,39
2022-11-10 15:27:52.763,23.9,33.5,39
2022-11-10 15:27:51.485,24.0,33.6,39
2022-11-10 15:27:50.482,24.0,33.6,39
2022-11-10 15:27:49.206,24.0,33.7,39
2022-11-10 15:27:48.204,24.0,33.7,39
2022-11-10 15:27:46.926,24.0,33.7,39
2022-11-10 15:27:45.925,24.0,33.7,39
2022-11-10 15:27:44.648,24.0,33.8,39
2022-11-10 15:27:43.644,24.0,33.8,39
2022-11-10 15:27:42.371,24.0,33.9,39
2022-11-10 15:27:41.367,24.0,33.9,39
2022-11-10 15:27:40.088,24.0,33.9,39
2022-11-10 15:27:39.085,24.0,33.9,39
2022-11-10 15:27:37.811,24.0,33.9,39
2022-11-10 15:27:36.807,24.0,33.9,40
2022-11-10 15:27:35.530,24.0,33.9,39
2022-11-10 15:27:34.529,24.0,33.9,39
2022-11-10 15:27:33.251,24.0,33.9,39
2022-11-10 15:27:32.247,24.0,33.9,39
2022-11-10 15:27:30.973,24.0,33.9,39
2022-11-10 15:27:29.970,24.0,33.9,39
2022-11-10 15:27:28.692,24.0,33.9,40
2022-11-10 15:27:27.689,24.0,33.9,39
2022-11-10 15:27:26.415,24.0,33.8,40
2022-11-10 15:27:25.411,24.0,33.8,40
2022-11-10 15:27:24.132,24.0,33.8,40
2022-11-10 15:27:23.134,24.0,33.8,40
2022-11-10 15:27:21.856,24.0,33.8,40
2022-11-10 15:27:20.851,24.0,33.8,40
2022-11-10 15:27:19.573,24.0,33.7,40
2022-11-10 15:27:18.573,24.0,33.7,40
2022-11-10 15:27:17.296,24.0,33.7,40
2022-11-10 15:27:16.292,24.0,33.7,40
2022-11-10 15:27:15.017,24.1,33.8,40
2022-11-10 15:27:14.014,24.1,33.8,40
2022-11-10 15:27:12.737,24.1,33.8,40
2022-11-10 15:27:11.737,24.1,33.8,39
2022-11-10 15:27:10.458,24.1,33.8,39
2022-11-10 15:27:09.454,24.1,33.8,40
2022-11-10 15:27:08.176,24.1,33.8,39
2022-11-10 15:27:07.177,24.1,33.8,39
2022-11-10 15:27:05.899,24.1,33.9,39
2022-11-10 15:27:04.895,24.1,33.9,40
2022-11-10 15:27:03.621,24.1,33.9,40
2022-11-10 15:27:02.618,24.1,33.9,40
2022-11-10 15:27:01.339,24.1,34.0,40
2022-11-10 15:27:00.340,24.1,34.0,40
2022-11-10 15:26:59.062,24.1,34.0,40
2022-11-10 15:26:58.058,24.1,34.0,40
2022-11-10 15:26:56.780,24.1,34.2,40
2022-11-10 15:26:55.782,24.1,34.2,40
2022-11-10 15:26:54.503,24.1,34.2,40
2022-11-10 15:26:53.499,24.1,34.2,39
2022-11-10 15:26:52.225,24.2,34.4,39
2022-11-10 15:26:51.221,24.2,34.4,39
2022-11-10 15:26:49.943,24.2,34.5,39
2022-11-10 15:26:48.940,24.2,34.5,39
2022-11-10 15:26:47.666,24.2,34.7,39
2022-11-10 15:26:46.662,24.2,34.7,39
2022-11-10 15:26:45.384,24.2,34.8,39
2022-11-10 15:26:44.385,24.2,34.8,39
2022-11-10 15:26:43.107,24.2,35.0,39
2022-11-10 15:26:42.103,24.2,35.0,39
2022-11-10 15:26:40.825,24.2,35.2,39
2022-11-10 15:26:39.825,24.2,35.2,39
2022-11-10 15:26:38.547,24.2,35.4,40
2022-11-10 15:26:37.544,24.2,35.4,40
2022-11-10 15:26:36.265,24.2,35.7,40
2022-11-10 15:26:35.266,24.2,35.7,40
2022-11-10 15:26:33.988,24.2,35.9,40
2022-11-10 15:26:32.985,24.2,35.9,40
2022-11-10 15:26:31.711,24.2,36.1,40
2022-11-10 15:26:30.707,24.2,36.1,40
2022-11-10 15:26:29.429,24.2,36.3,40
2022-11-10 15:26:28.426,24.2,36.3,40
2022-11-10 15:26:27.152,24.2,36.5,40
2022-11-10 15:26:26.148,24.2,36.5,40
2022-11-10 15:26:24.870,24.2,36.6,40
2022-11-10 15:26:23.872,24.2,36.6,40
2022-11-10 15:26:22.593,24.2,36.7,40
2022-11-10 15:26:21.589,24.2,36.7,40
2022-11-10 15:26:20.311,24.2,36.9,40
2022-11-10 15:26:19.311,24.2,36.9,40
2022-11-10 15:26:18.033,24.2,37.3,40
2022-11-10 15:26:17.029,24.2,37.3,40
2022-11-10 15:26:15.753,24.2,37.8,40
2022-11-10 15:26:14.752,24.2,37.8,40
2022-11-10 15:26:13.474,24.2,38.4,40
2022-11-10 15:26:12.471,24.2,38.4,40
2022-11-10 15:26:11.196,24.2,39.1,40
2022-11-10 15:26:10.192,24.2,39.1,39
2022-11-10 15:26:08.914,24.2,40.1,39
2022-11-10 15:26:07.911,24.2,40.1,40
2022-11-10 15:26:06.638,24.1,41.0,40
2022-11-10 15:26:05.633,24.1,41.0,39
2022-11-10 15:26:04.355,24.1,41.6,39
2022-11-10 15:26:03.356,24.1,41.6,39
2022-11-10 15:26:02.078,24.1,42.8,6
2022-11-10 15:26:01.075,24.1,42.8,40
2022-11-10 15:25:59.796,24.0,44.2,41
2022-11-10 15:25:58.797,24.0,44.2,41
2022-11-10 15:25:57.518,24.0,45.3,41
2022-11-10 15:25:56.515,24.0,45.3,41
2022-11-10 15:25:55.241,24.0,43.1,43
2022-11-10 15:25:54.237,24.0,43.1,21
2022-11-10 15:25:52.960,23.9,42.5,22
2022-11-10 15:25:51.956,23.9,42.5,32
2022-11-10 15:25:50.681,23.8,43.4,40
2022-11-10 15:25:49.679,23.8,43.4,40
2022-11-10 15:25:48.400,23.8,42.6,40
2022-11-10 15:25:47.401,23.8,42.6,30
2022-11-10 15:25:46.122,23.8,42.7,41
2022-11-10 15:25:45.120,23.8,42.7,41
2022-11-10 15:25:43.840,23.7,43.9,8
2022-11-10 15:25:42.837,23.7,43.9,7
2022-11-10 15:25:41.564,23.7,45.2,11
2022-11-10 15:25:40.559,23.7,45.2,41
2022-11-10 15:25:39.281,23.7,45.9,43
2022-11-10 15:25:38.282,23.7,45.9,43
2022-11-10 15:25:37.004,23.6,45.4,43
2022-11-10 15:25:36.000,23.6,45.4,42
2022-11-10 15:25:34.722,23.6,41.8,42
2022-11-10 15:25:33.724,23.6,41.8,44
2022-11-10 15:25:32.444,23.5,37.3,6
2022-11-10 15:25:31.441,23.5,37.3,20
2022-11-10 15:25:30.164,23.5,35.1,6
2022-11-10 15:25:29.164,23.5,35.1,7
2022-11-10 15:25:27.886,23.5,35.0,10
2022-11-10 15:25:26.881,23.5,35.0,43
2022-11-10 15:25:25.607,23.5,35.0,43
2022-11-10 15:25:24.604,23.5,35.0,43
2022-11-10 15:25:23.327,23.5,35.0,43
2022-11-10 15:25:22.326,23.5,35.0,43
2022-11-10 15:25:21.048,23.5,34.8,43
2022-11-10 15:25:20.044,23.5,34.8,43
2022-11-10 15:25:18.768,23.5,34.8,43
2022-11-10 15:25:17.768,23.5,34.8,43
2022-11-10 15:25:16.489,23.5,34.8,43
2022-11-10 15:25:15.486,23.5,34.8,43
2022-11-10 15:25:14.207,23.5,34.6,43
2022-11-10 15:25:13.209,23.5,34.6,42
2022-11-10 15:25:11.931,23.5,34.4,42
2022-11-10 15:25:10.927,23.5,34.4,42
2022-11-10 15:25:09.652,23.5,34.4,42
2022-11-10 15:25:08.648,23.5,34.4,42
2022-11-10 15:25:07.370,23.5,34.3,43
2022-11-10 15:25:06.367,23.5,34.3,43
2022-11-10 15:25:05.093,23.5,34.2,43
2022-11-10 15:25:04.089,23.5,34.2,43
2022-11-10 15:25:02.811,23.5,34.2,43
2022-11-10 15:25:01.812,23.5,34.2,43
2022-11-10 15:25:00.533,23.5,34.2,43
2022-11-10 15:24:59.530,23.5,34.2,43
2022-11-10 15:24:58.252,23.5,34.2,43
2022-11-10 15:24:57.252,23.5,34.2,43
2022-11-10 15:24:55.975,23.5,34.2,43
2022-11-10 15:24:54.971,23.5,34.2,43
2022-11-10 15:24:53.696,23.5,34.3,42
2022-11-10 15:24:52.694,23.5,34.3,43
2022-11-10 15:24:51.415,23.5,34.4,43
2022-11-10 15:24:50.411,23.5,34.4,43
2022-11-10 15:24:49.137,23.5,34.4,43
2022-11-10 15:24:48.134,23.5,34.4,42
2022-11-10 15:24:46.856,23.5,34.6,43
2022-11-10 15:24:45.857,23.5,34.6,43
2022-11-10 15:24:44.578,23.5,34.6,42
2022-11-10 15:24:43.574,23.5,34.6,42
2022-11-10 15:24:42.296,23.4,34.2,43
2022-11-10 15:24:41.298,23.4,34.2,43
2022-11-10 15:24:40.019,23.5,33.5,43
2022-11-10 15:24:39.015,23.5,33.5,8
2022-11-10 15:24:37.737,23.5,33.0,5
2022-11-10 15:24:36.738,23.5,33.0,6
2022-11-10 15:24:35.460,23.5,33.0,14
2022-11-10 15:24:34.456,23.5,33.0,45
2022-11-10 15:24:33.182,23.5,33.0,45
2022-11-10 15:24:32.179,23.5,33.0,45
2022-11-10 15:24:30.901,23.5,33.0,45
2022-11-10 15:24:29.901,23.5,33.0,45
2022-11-10 15:24:28.623,23.6,33.0,45
2022-11-10 15:24:27.619,23.6,33.0,45
2022-11-10 15:24:26.341,23.6,33.0,45
2022-11-10 15:24:25.341,23.6,33.0,44
2022-11-10 15:24:24.064,23.6,33.1,45
2022-11-10 15:24:23.060,23.6,33.1,45
2022-11-10 15:24:21.782,23.6,33.2,45
2022-11-10 15:24:20.783,23.6,33.2,45
2022-11-10 15:24:19.505,23.7,33.4,45
2022-11-10 15:24:18.500,23.7,33.4,45
2022-11-10 15:24:17.228,23.7,33.4,45
2022-11-10 15:24:16.223,23.7,33.4,45
2022-11-10 15:24:14.945,23.7,33.5,45
2022-11-10 15:24:13.941,23.7,33.5,45
2022-11-10 15:24:12.667,23.7,33.5,45
2022-11-10 15:24:11.663,23.7,33.5,45
2022-11-10 15:24:10.385,23.7,33.6,45
2022-11-10 15:24:09.382,23.7,33.6,45
2022-11-10 15:24:08.108,23.7,33.6,45
2022-11-10 15:24:07.104,23.7,33.6,45
2022-11-10 15:24:05.826,23.7,33.6,45
2022-11-10 15:24:04.828,23.7,33.6,45
2022-11-10 15:24:03.549,23.7,33.5,45
2022-11-10 15:24:02.546,23.7,33.5,45
2022-11-10 15:24:01.268,23.7,33.5,45
2022-11-10 15:24:00.268,23.7,33.5,45
2022-11-10 15:23:58.990,23.7,33.4,45
2022-11-10 15:23:57.986,23.7,33.4,45
2022-11-10 15:23:56.708,23.8,33.5,45
2022-11-10 15:23:55.708,23.8,33.5,45
2022-11-10 15:23:54.431,23.7,33.4,45
2022-11-10 15:23:53.428,23.7,33.4,45
2022-11-10 15:23:52.149,23.7,33.5,45
2022-11-10 15:23:51.149,23.7,33.5,45
2022-11-10 15:23:49.871,23.8,33.6,45
2022-11-10 15:23:48.867,23.8,33.6,44
2022-11-10 15:23:47.593,23.8,33.6,44
2022-11-10 15:23:46.589,23.8,33.6,44
2022-11-10 15:23:45.312,23.7,33.6,44
2022-11-10 15:23:44.308,23.7,33.6,44
2022-11-10 15:23:43.034,23.7,33.5,44
2022-11-10 15:23:42.030,23.7,33.5,44
2022-11-10 15:23:40.752,23.7,33.6,44
2022-11-10 15:23:39.748,23.7,33.6,44
2022-11-10 15:23:38.474,23.7,33.5,45
2022-11-10 15:23:37.471,23.7,33.5,44
2022-11-10 15:23:36.193,23.7,33.4,44
2022-11-10 15:23:35.193,23.7,33.4,44
2022-11-10 15:23:33.915,23.7,33.4,44
2022-11-10 15:23:32.913,23.7,33.4,44
2022-11-10 15:23:31.633,23.7,33.3,44
2022-11-10 15:23:30.634,23.7,33.3,44
2022-11-10 15:23:29.356,23.8,33.4,44
2022-11-10 15:23:28.352,23.8,33.4,45
2022-11-10 15:23:27.074,23.8,33.3,44
2022-11-10 15:23:26.076,23.8,33.3,44
2022-11-10 15:23:24.797,23.7,33.2,44
2022-11-10 15:23:23.795,23.7,33.2,45
2022-11-10 15:23:22.516,23.8,33.2,44
2022-11-10 15:23:21.515,23.8,33.2,44
2022-11-10 15:23:20.238,23.8,33.2,44
2022-11-10 15:23:19.235,23.8,33.2,44
2022-11-10 15:23:17.960,23.8,33.2,45
2022-11-10 15:23:16.956,23.8,33.2,44
2022-11-10 15:23:15.678,23.8,33.3,44
2022-11-10 15:23:14.675,23.8,33.3,44
2022-11-10 15:23:13.401,23.8,33.3,44
2022-11-10 15:23:12.397,23.8,33.3,44
2022-11-10 15:23:11.119,23.8,33.4,44
2022-11-10 15:23:10.119,23.8,33.4,44
2022-11-10 15:23:08.842,23.8,33.4,44
2022-11-10 15:23:07.839,23.8,33.4,44
2022-11-10 15:23:06.560,23.8,33.5,45
2022-11-10 15:23:05.560,23.8,33.5,44
2022-11-10 15:23:04.283,23.8,33.5,44
2022-11-10 15:23:03.279,23.8,33.5,44
2022-11-10 15:23:02.000,23.8,33.5,44
2022-11-10 15:23:01.000,23.8,33.5,44
2022-11-10 15:22:59.722,23.9,33.6,44
2022-11-10 15:22:58.719,23.9,33.6,44
2022-11-10 15:22:57.441,23.9,33.7,44
2022-11-10 15:22:56.441,23.9,33.7,44
2022-11-10 15:22:55.164,23.9,33.7,44
2022-11-10 15:22:54.159,23.9,33.7,44
2022-11-10 15:22:52.886,23.9,33.8,44
2022-11-10 15:22:51.883,23.9,33.8,44
2022-11-10 15:22:50.604,23.9,33.9,44
2022-11-10 15:22:49.601,23.9,33.9,44
2022-11-10 15:22:48.327,23.9,33.9,44
2022-11-10 15:22:47.323,23.9,33.9,44
2022-11-10 15:22:46.045,23.9,33.9,44
2022-11-10 15:22:45.046,23.9,33.9,44
2022-11-10 15:22:43.768,23.9,34.0,45
2022-11-10 15:22:42.764,23.9,34.0,45
2022-11-10 15:22:41.486,23.9,34.0,45
2022-11-10 15:22:40.487,23.9,34.0,45
2022-11-10 15:22:39.209,23.9,33.9,45
2022-11-10 15:22:38.204,23.9,33.9,45
2022-11-10 15:22:36.926,23.9,33.9,45
2022-11-10 15:22:35.928,23.9,33.9,45
2022-11-10 15:22:34.649,24.0,34.0,45
2022-11-10 15:22:33.645,24.0,34.0,45
2022-11-10 15:22:32.372,24.0,33.9,45
2022-11-10 15:22:31.368,24.0,33.9,45
2022-11-10 15:22:30.090,24.0,33.9,44
2022-11-10 15:22:29.090,24.0,33.9,44
2022-11-10 15:22:27.812,24.0,33.9,45
2022-11-10 15:22:26.809,24.0,33.9,45
2022-11-10 15:22:25.530,24.0,34.0,45
2022-11-10 15:22:24.530,24.0,34.0,45
2022-11-10 15:22:23.252,24.0,33.9,44
2022-11-10 15:22:22.250,24.0,33.9,44
2022-11-10 15:22:20.975,24.0,33.9,44
2022-11-10 15:22:19.972,24.0,33.9,45
2022-11-10 15:22:18.694,24.0,33.9,45
2022-11-10 15:22:17.689,24.0,33.9,45
2022-11-10 15:22:16.416,24.0,33.9,44
2022-11-10 15:22:15.412,24.0,33.9,44
2022-11-10 15:22:14.135,24.0,34.0,45
2022-11-10 15:22:13.135,24.0,34.0,45
2022-11-10 15:22:11.857,24.0,34.0,45
2022-11-10 15:22:10.853,24.0,34.0,45
2022-11-10 15:22:09.579,24.0,34.0,44
2022-11-10 15:22:08.576,24.0,34.0,45
2022-11-10 15:22:07.298,24.0,34.0,45
2022-11-10 15:22:06.294,24.0,34.0,45
